"","@context","@type","@type1","ratingValue","@type2","name","reviewBody","@context1","@type3","name1","sameAs","date"
"92","https://schema.org/","Review","Rating","5","Person","Former Employee - Customer Service","World class company to work for","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 24, 2022"
"93","https://schema.org/","Review","Rating","5","Person","Former Employee - Anonymous Employee","Great Place to work","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 27, 2022"
"94","https://schema.org/","Review","Rating","5","Person","Former Employee - Business Analyst","Sales Associate","https://schema.org/","Organization","Shell","http://www.shell.ca","Jan 3, 2023"
"95","https://schema.org/","Review","Rating","5","Person","Former Employee - Retail/Sales Supervisor","Good job","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 28, 2022"
"96","https://schema.org/","Review","Rating","5","Person","Former Employee - Gas Station Attendant","Great","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 27, 2022"
"97","https://schema.org/","Review","Rating","3","Person","Former Employee - Commissioned Sales Associate","Nice first job","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 24, 2022"
"98","https://schema.org/","Review","Rating","1","Person","Former Employee - Cashier","Cahier at Shell","https://schema.org/","Organization","Shell","http://www.shell.ca","Jan 25, 2023"
"99","https://schema.org/","Review","Rating","4","Person","Former Employee - Project Manager",".","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 20, 2022"
"100","https://schema.org/","Review","Rating","4","Person","Former Employee - Gas Attendant","Amazing for experience","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 10, 2022"
"101","https://schema.org/","Review","Rating","5","Person","Former Employee - Cashier","Good","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 16, 2022"
"102","https://schema.org/","Review","Rating","4","Person","Former Employee - Sales Associate/Cashier","Good","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 11, 2022"
"103","https://schema.org/","Review","Rating","5","Person","Current Employee - Cashier","Good Experience","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 25, 2022"
"104","https://schema.org/","Review","Rating","3","Person","Former Employee - Manager","Shell","https://schema.org/","Organization","Shell","http://www.shell.ca","Dec 9, 2022"
"105","https://schema.org/","Review","Rating","5","Person","Former Employee - Anonymous Employee","Business Analyst","https://schema.org/","Organization","Shell","http://www.shell.ca","Nov 21, 2022"
"106","https://schema.org/","Review","Rating","5","Person","Current Employee - Anonymous Employee","Great company","https://schema.org/","Organization","Shell","http://www.shell.ca","Nov 28, 2022"
"107","https://schema.org/","Review","Rating","4","Person","Current Employee - Chemical Engineer","Good company","https://schema.org/","Organization","Shell","http://www.shell.ca","Nov 28, 2022"
"108","https://schema.org/","Review","Rating","5","Person","Current Employee - Salesman","job","https://schema.org/","Organization","Shell","http://www.shell.ca","Nov 22, 2022"
"109","https://schema.org/","Review","Rating","5","Person","Current Employee - Site Supervisor","Best place to achieve customer service experience","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 26, 2022"
"110","https://schema.org/","Review","Rating","3","Person","Former Employee - Supply Planner","All the pros/cons of a big O&amp;amp;G company","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 18, 2022"
"111","https://schema.org/","Review","Rating","5","Person","Current Employee - Sales Supervisor","Awesome work life balance","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 19, 2022"
"112","https://schema.org/","Review","Rating","5","Person","Former Employee - Manager, Warehouse Operations","Great Company to be a part of.","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 19, 2022"
"113","https://schema.org/","Review","Rating","4","Person","Current Employee - Site Manager","Dealer owned site; working with Corporate can be a hassle.","https://schema.org/","Organization","Shell","http://www.shell.ca","Mar 22, 2022"
"114","https://schema.org/","Review","Rating","5","Person","Former Employee - Front Desk Receptionist","Front Desk","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 31, 2022"
"115","https://schema.org/","Review","Rating","5","Person","Current Employee - Manager","best place","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 8, 2022"
"116","https://schema.org/","Review","Rating","5","Person","Former Employee - Anonymous Employee","Very good company, good pay.","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 13, 2022"
"117","https://schema.org/","Review","Rating","3","Person","Former Employee - Engineer","Could have been better","https://schema.org/","Organization","Shell","http://www.shell.ca","Jun 8, 2022"
"118","https://schema.org/","Review","Rating","5","Person","Current Employee - Mechanical Engineer","mechanical engineer","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 9, 2022"
"119","https://schema.org/","Review","Rating","5","Person","Current Employee - Customer Service Representative","Great Experiance","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 18, 2022"
"120","https://schema.org/","Review","Rating","4","Person","Former Employee - Cashier","Amazing Experience","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 10, 2022"
"121","https://schema.org/","Review","Rating","4","Person","Current Employee - Anonymous Employee","co workers are nice","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 13, 2022"
"122","https://schema.org/","Review","Rating","4","Person","Current Employee - Valuation Advisory","Good company","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 14, 2022"
"123","https://schema.org/","Review","Rating","4","Person","Current Employee - EIT","Fast paced, rewarding but hierarchical","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 23, 2022"
"124","https://schema.org/","Review","Rating","5","Person","Former Employee - Anonymous Employee","Shell","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 27, 2022"
"125","https://schema.org/","Review","Rating","5","Person","Former Employee - Anonymous Employee","Great environment","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 26, 2022"
"126","https://schema.org/","Review","Rating","5","Person","Former Employee - Financial Analyst","Great","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 22, 2022"
"127","https://schema.org/","Review","Rating","3","Person","Former Employee - Anonymous Employee","Godd","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 19, 2022"
"128","https://schema.org/","Review","Rating","4","Person","Former Employee - Project Engineer","Respectable company with visionary leadership","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 17, 2022"
"129","https://schema.org/","Review","Rating","5","Person","Current Employee - Maintenance/Reliability Engineer","Review","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 15, 2022"
"130","https://schema.org/","Review","Rating","3","Person","Former Employee - Anonymous Employee","Okay company","https://schema.org/","Organization","Shell","http://www.shell.ca","Sep 6, 2022"
"131","https://schema.org/","Review","Rating","1","Person","Former Employee - Anonymous Employee","Bad","https://schema.org/","Organization","Shell","http://www.shell.ca","Oct 30, 2022"
"132","https://schema.org/","Review","Rating","2","Person","Former Employee - Cashier","Minimum salary","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 8, 2022"
"133","https://schema.org/","Review","Rating","4","Person","Former Employee - Supervisor","Awesome","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 31, 2022"
"134","https://schema.org/","Review","Rating","5","Person","Former Employee - Front End Cashier","A great place to work","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 17, 2022"
"135","https://schema.org/","Review","Rating","5","Person","Former Employee - Gas Station Attendant","Great stuff","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 25, 2022"
"136","https://schema.org/","Review","Rating","5","Person","Current Employee - Deli Clerk","Good","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 26, 2022"
"137","https://schema.org/","Review","Rating","2","Person","Former Employee - Lab Technician","Great starter","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 10, 2022"
"138","https://schema.org/","Review","Rating","3","Person","Former Employee - Floor Worker","Fine for a first job","https://schema.org/","Organization","Shell","http://www.shell.ca","May 24, 2022"
"139","https://schema.org/","Review","Rating","3","Person","Current Employee - Senior Business Analyst","Typical big company","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 2, 2022"
"140","https://schema.org/","Review","Rating","5","Person","Former Employee - Anonymous Employee","Not Applicable","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 5, 2022"
"141","https://schema.org/","Review","Rating","3","Person","Current Employee - Gas Station Attendant",".","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 12, 2022"
"142","https://schema.org/","Review","Rating","5","Person","Current Employee - Operations/Production Geologist","Excellent","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 30, 2022"
"143","https://schema.org/","Review","Rating","5","Person","Former Employee - Pipeline Corrosion Integrity Engineer","Pipeline Asset Integrity","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 25, 2022"
"144","https://schema.org/","Review","Rating","4","Person","Former Employee - Cashier","Great","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 6, 2022"
"145","https://schema.org/","Review","Rating","4","Person","Former Employee - Assistant Store Manager","Customer service","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 27, 2022"
"146","https://schema.org/","Review","Rating","4","Person","Former Employee - Anonymous Employee","well structured organization","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 15, 2022"
"147","https://schema.org/","Review","Rating","4","Person","Former Employee - Customer Service Representative (CSR)","great","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 26, 2022"
"148","https://schema.org/","Review","Rating","5","Person","Current Employee - Retail Sales Associate","-","https://schema.org/","Organization","Shell","http://www.shell.ca","Aug 2, 2022"
"149","https://schema.org/","Review","Rating","4","Person","Current Employee - Maintenance Supervisor","Maintenance Supervisor","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 22, 2022"
"150","https://schema.org/","Review","Rating","3","Person","Current Employee - Marketing Assistant","Fine for a big Corp","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 4, 2022"
"151","https://schema.org/","Review","Rating","4","Person","","it will be a pleasure working here","https://schema.org/","Organization","Shell","http://www.shell.ca","May 16, 2022"
"152","https://schema.org/","Review","Rating","5","Person","Current Employee - Internship","This company nis great","https://schema.org/","Organization","Shell","http://www.shell.ca","Jun 30, 2022"
"153","https://schema.org/","Review","Rating","4","Person","Former Employee - Cashier","customer service","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 11, 2022"
"154","https://schema.org/","Review","Rating","5","Person","Current Employee - Mechanical Engineer","good company","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 9, 2022"
"155","https://schema.org/","Review","Rating","4","Person","Former Employee - Finance Advisor","Shell","https://schema.org/","Organization","Shell","http://www.shell.ca","Jul 4, 2022"
"156","https://schema.org/","Review","Rating","3","Person","Current Employee - Lab Technician","Always taking","https://schema.org/","Organization","Shell","http://www.shell.ca","Apr 14, 2022"
"157","https://schema.org/","Review","Rating","2","Person","Current Employee - Customer Service Representative","o","https://schema.org/","Organization","Shell","http://www.shell.ca","May 17, 2022"
"158","https://schema.org/","Review","Rating","4","Person","Current Employee - Mechanical Engineer","Great company - if it weren't for its shrinking presence in Canada","https://schema.org/","Organization","Shell","http://www.shell.ca","Nov 16, 2021"
"159","https://schema.org/","Review","Rating","5","Person","Current Employee - Anonymous Employee","Great place to work","https://schema.org/","Organization","Shell","http://www.shell.ca","Jun 2, 2022"
"160","https://schema.org/","Review","Rating","4","Person","Former Employee - Sales Associate/Cashier","Fast Pace","https://schema.org/","Organization","Shell","http://www.shell.ca","May 23, 2022"
"161","https://schema.org/","Review","Rating","4","Person","Former Employee - Cashier","Na","https://schema.org/","Organization","Shell","http://www.shell.ca","Jun 7, 2022"
"162","https://schema.org/","Review","Rating","5","Person","Current Employee - Staff Wells Engineer","Shell","https://schema.org/","Organization","Shell","http://www.shell.ca","Mar 22, 2022"
"163","https://schema.org/","Review","Rating","3","Person","Former Employee - Payroll Specialist","Great","https://schema.org/","Organization","Shell","http://www.shell.ca","Jun 4, 2022"
"164","https://schema.org/","Review","Rating","5","Person","Current Employee - Anonymous Employee","Awesome place to work","https://schema.org/","Organization","Shell","http://www.shell.ca","May 23, 2022"
"165","https://schema.org/","Review","Rating","5","Person","Current Employee - Customer Service Representative","Working at shell","https://schema.org/","Organization","Shell","http://www.shell.ca","May 18, 2022"
"166","https://schema.org/","Review","Rating","4","Person","Current Employee - Project Controls Engineer","convenient place to work","https://schema.org/","Organization","Shell","http://www.shell.ca","Mar 8, 2022"
"167","https://schema.org/","Review","Rating","5","Person","Current Employee - Process Operator","Power engineer","https://schema.org/","Organization","Shell","http://www.shell.ca","May 24, 2022"
"168","https://schema.org/","Review","Rating","3","Person","Former Employee - Sales Associate","Customer Service","https://schema.org/","Organization","Shell","http://www.shell.ca","May 29, 2022"
"169","https://schema.org/","Review","Rating","3","Person","Current Employee - Financial Manager","great company lots of changes","https://schema.org/","Organization","Shell","http://www.shell.ca","Mar 21, 2022"
"170","https://schema.org/","Review","Rating","4","Person","Former Employee - Financial Analyst","It was toxic","https://schema.org/","Organization","Shell","http://www.shell.ca","May 19, 2022"
"171","https://schema.org/","Review","Rating","4","Person","Former Employee - Deal Lead","Good experience overall","https://schema.org/","Organization","Shell","http://www.shell.ca","May 18, 2022"
"172","https://schema.org/","Review","Rating","5","Person","Current Employee - Manager","great","https://schema.org/","Organization","Shell","http://www.shell.ca","May 21, 2022"
