@context,@type,@type1,ratingValue,@type2,name,reviewBody,@context1,@type3,name1,sameAs,date
https://schema.org/,Review,Rating,5,Person,Current Employee - Technical Lead,Great Company To Work At,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 29, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Sales Associate/Cashier,Great place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 28, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Project Head,Super,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 28, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Employee,Okay company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 26, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Senior Drilling Engineer,Decent company but very bureaucratic,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 21, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Attendant,Hourly wage ,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 28, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Senior Geologist,good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 22, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - None Given to Me,nice,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 22, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Anonymous Employee,Great Place,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 6, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Team Leader,Great Company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 19, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Anonymous Employee,It was a rewarding experience!,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 14, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - HR Director,Nice place to work but too Woke,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 11, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Process Engineer,Good company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 29, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Sr Manager-HR,"Good pay, poor leadership",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 15, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Data Scientist,Good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 17, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Business Analyst,Good employer,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 11, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Anonymous Employee,Advisor,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 13, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Service Associate,Good company to work for,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 26, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - UX Designer,Company stands apart from its competitors for its work from home flexibility without micromanaging,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 21, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Talent Acquisition,Chevron Holdings Inc,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 3, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Customer Service Representative (Extra Mile Cashier),My bossn was prolly one of the best out there,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 27, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Financial Controller,Great company to work for,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 4, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Indirect Tax Analyst,Nice place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 15, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Supply Chain,Good place overall but still has issues like every other business.,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 26, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Trader,Place to be,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 30, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - HR Specialist,"Great pay for HR professionals, but vibes are sometimes off",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 25, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Software Engineer,"Great place to stay forever, decent place for good intro experience",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 1, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Production Scheduler,Good place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 29, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Anonymous Employee,Was great when I was there,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Dec 7, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - IT Guy Type Deal,Not bad,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 29, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Senior Advisor,facility engineer senior advisor,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 11, 2023"
https://schema.org/,Review,Rating,1,Person,Former Employee - Legal Assistant,Authoritarian and manipulative,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 17, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Petroleum Engineer,Great working environment and training portfolio,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 20, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Anonymous Employee,Good company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 27, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Anonymous Employee,Nice experience,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 28, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Credit Analyst,Na,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 30, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Senior Project Manager,Chevron,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 24, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Maintenance,Fueling Success!,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 4, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Data Scientist,.,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 16, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Drilling Engineer,Drilling Engineer,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 15, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Senior Administrative Assistant,My experience was great learning,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 12, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Cashier,"very good experience, friendly staff, select hours, fair pay.",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 31, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Facilities Engineer,Good company with nice people,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 15, 2023"
https://schema.org/,Review,Rating,2,Person,Former Employee - Maintenance,Good job if you're a masochist,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 26, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Product Owner,Great Company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 14, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Solution Architect,Great place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 15, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Business Analyst,Rewarding but bureaucratic,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 7, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Software Engineer(Internship),Software Engineering Internship,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 4, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Operations Tech. 3,Great,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 14, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Software Engineer,Software Engineer Full-time,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 10, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Control Room Operator,Control Room Operator,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 7, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Financial Analyst,Good working environment,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 27, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Senior Production Engineer,Decent company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 6, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Accountant,ACCOUNTANT,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 8, 2023"
https://schema.org/,Review,Rating,2,Person,Former Employee - Data Analyst,Safety,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 29, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Graduate Engineer Trainee,Excellent work place,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 27, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Business Analyst,Business,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 4, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - IT Professional,Great place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 31, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Manager,Yay,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Nov 3, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Senior Architect,Good environment,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 10, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Engineer,Good Company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 17, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Petroleum Engineer,One of the best,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 20, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Anonymous Employee,Good company to work for,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 15, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Well Intervention Engineer,Great place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 25, 2023"
https://schema.org/,Review,Rating,2,Person,Current Employee - Business Analyst,"Bureacracy, Politics and Performative Acts Valued Diligent Work",https://schema.org/,Organization,Chevron,http://www.chevron.com,"May 9, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Software Engineer,Great Work Life Balance,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 24, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Senior Drilling Engineer,Great place to work at.,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 26, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Well Site Manager,Great Company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 30, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Anonymous Employee,Great workplace,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 23, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Analyst,Helpful trainings,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 28, 2023"
https://schema.org/,Review,Rating,2,Person,Current Employee - Attendant,Pumper,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 25, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Finacial Analyst,Great company to work for,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 15, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Information Technology,Great environment,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 26, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Anonymous Employee,Great company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 25, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Well Site Representative,Chevron review,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 18, 2023"
https://schema.org/,Review,Rating,2,Person,Current Employee - Financial Analyst,Not all it’s cracked up to be,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 13, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Project Coordinator,Project coordinator,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 19, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Operator Trainee,Chevron operations,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 15, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Project Manager,The best employer,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 2, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Intern,Best company out there,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 24, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Human Resources Specialist,HR rep,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 5, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Financial Analyst,Great Company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Jul 17, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Office Assistant,Great Place to Work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 3, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Anonymous Employee,Nice,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 17, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Marine Engineer,Verygood,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 20, 2023"
https://schema.org/,Review,Rating,1,Person,Former Employee - Senior Counsel,"Good company, but a few bad apples",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 25, 2023"
https://schema.org/,Review,Rating,1,Person,Former Employee - Cashier,Don't work here,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 18, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Mechanic,good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 19, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Finance Analyst,Great company to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 11, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Finance Analyst,Good culture,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 26, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Contracts Leadership Development Program,Excellent opportunity,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 12, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Human Resources Business Partner HRBP,Amazing Work Culture,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 5, 2023"
https://schema.org/,Review,Rating,2,Person,Current Employee - Data Engineer,Chevron and the C is for “coasting”,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 27, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Financial Analyst,"Incredible People, Incredible Place, Easy to Get Pidgeonholed",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 15, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Senior Project Manager,Energy is till good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 23, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Hazardous Materials Specialist,Hazardous Materials Specialist - Offshore Gas Patforms,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 28, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Senior Geophysicist Interpreter,Great Work Environment,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 12, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Hazmat Technician,fr,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 3, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Earth Scientist,Great Work Life Balance,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 3, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Reservoir Engineer,Cvx,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 6, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Associate Data Engineer 3,Overall good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 22, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Analyst,Great experieince,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Jul 20, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Maintenance Team Leader,Great pay and retirement,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 25, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Financial Analyst,Great place to work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 14, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Third Officer,Poor manning,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Apr 17, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Software Engineer(Internship),Chevron Internship Experience,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Jun 15, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Process Technician,Decent culture,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 13, 2023"
https://schema.org/,Review,Rating,2,Person,Current Employee - Cashier,No room for growth,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 20, 2023"
https://schema.org/,Review,Rating,1,Person,Current Employee - Human Resources,Stay Away,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 4, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Petroleum Engineer,Hard to beat...,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 15, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Anonymous Employee,Nice opportunity,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 25, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Flow Assurance Engineer,Best in Class,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 11, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Engineer,Engineer at Chevron,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 6, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Senior Accountant,"Good company, nice pay for Midwest",https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 11, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Senior Reservoir Engineer,Ok company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 20, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Project Manager,Feedback,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 19, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Supply Chain,Competative Pay,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 21, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Senior Specialist,Process Excellence,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 4, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Middle School Teacher,Teacher at Chevron Elementary,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 3, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Manager,Great long term career,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Jul 10, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Marine Engineer,I like to work with this company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 2, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Staff Geoscientist,Too big for fitting personal career aspirations,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 6, 2023"
https://schema.org/,Review,Rating,3,Person,Former Employee - Sales Associate/Cashier,It’s a job,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 11, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Cashier,Review,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 5, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Manager,Cheveron,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 14, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Recruiter,Great company,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 10, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Software Engineer,Chevron Review,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 8, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Data Scientist,Solid and laid back,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 5, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Contract Engineer,All Good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 5, 2023"
https://schema.org/,Review,Rating,4,Person,Current Employee - Finance Analyst,Employee satisfaction,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 5, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Accounting Team Lead,Great company to work in,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 2, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Project Engineer,Work Environment,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 6, 2023"
https://schema.org/,Review,Rating,5,Person,Former Employee - Finance Analyst,NA,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 8, 2023"
https://schema.org/,Review,Rating,2,Person,Former Employee - Compliance Manager,Good for slowmovers,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Jan 17, 2023"
https://schema.org/,Review,Rating,1,Person,Current Employee - Production Engineer,Poor benefits,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Oct 4, 2023"
https://schema.org/,Review,Rating,5,Person,Current Employee - Lab Technician,Good,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 28, 2023"
https://schema.org/,Review,Rating,4,Person,Former Employee - Customer Service Representative (CSR),Ok,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 27, 2023"
https://schema.org/,Review,Rating,5,Person,,Good culture,https://schema.org/,Organization,Chevron,http://www.chevron.com,"May 22, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Mechanical Engineer,Chevron Work,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Aug 31, 2023"
https://schema.org/,Review,Rating,3,Person,Current Employee - Business Analyst,Chevron,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Sep 5, 2023"
https://schema.org/,Review,Rating,2,Person,Current Employee - Operations Supervisor,Begin,https://schema.org/,Organization,Chevron,http://www.chevron.com,"Jul 21, 2023"
